F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,CP5,CP1,CP2,CP6,P7,P3,Pz,P4,P8,PO3,PO4,O1,O2,F9,F10,Fp2,Label
-0.3165702343080193,-0.5584479493275285,-0.7175995612889529,-0.4653900645300746,-0.39166283519007267,-0.010950880274176598,-0.9512448309734464,-0.6433224844560027,-0.16910608395934104,0.018910784283652903,-0.42498277466744183,-0.6946319899149239,0.5253970012627542,-0.43550184460356833,-0.10096799248422031,-0.3389568425808102,-0.057487773657776416,0.8602077272534371,0.4702418977487832,0.22804648169723804,-0.0924630576983327,0.5620145393162965,1.0387560280226171,0.680317007927224,0.4304646676412085,0.6321253381669522,0.4119403349049389,0.050121894236654044,-0.026171095757745205,0.3321342093870044,0
0.036169479815289375,-0.31616242725402116,-0.7220804371498525,-0.5400372193194926,-0.12469439886626787,-0.267302563469857,-0.6669468156993389,-0.55894570232369,-0.9536441510170698,0.17961548338644207,-0.14748382614227012,-0.5868074417533353,-0.17962303338572383,0.126514751650393,0.2960069065750577,-0.3248942993208766,-0.15739828472957015,-0.09234547256492079,0.1963334020972252,0.09422512182500213,-0.044977784702787175,0.644544908721,0.8482522189617157,0.5955105244182051,0.6376472151692724,0.6505285726231523,0.8653834640095011,0.06253188593313098,0.1101456381753087,0.18282413562759758,1
-0.15277999714715407,-0.18617753541097046,-0.24256202819524333,-0.33153743835166094,0.1944468568684533,-0.22183822593302466,-0.3801082535693422,-0.41940888212993743,0.40700609115883707,0.06547638170421123,-0.2774669892154634,-0.36144777745008466,0.01919899420812726,0.33301253894343974,-0.01857072964659892,-0.3277477939520031,-0.0478018579853233,0.37211047986755147,-0.47612881261855367,-0.15058838935103266,-0.07521670339629054,0.38281490504741666,0.8280969022586941,0.18683743073605,0.3794580353284255,0.30923666168004277,0.4085275225667283,-0.18732549680396915,0.013658893406391143,-0.15365616005845367,1
-0.0973590134596452,-0.47747532385459635,-0.44887098256498575,0.02032207072712481,-0.2000093960016966,-0.1825873349606991,-0.4484516617609188,-0.3799032816104591,-0.11395986139774322,-0.33189739178866146,-0.18650060683488845,-0.32781194321811197,-0.14061909935437142,0.052514390508877115,0.35417009311175207,-0.0072963882866315544,0.023444633930921555,0.3876470772922039,0.2582544829323888,0.3699281436763704,0.13149859726428986,0.27091491184430194,0.7306108045112342,0.25386971460655333,0.42492638051509857,-0.013276193626224994,0.5901373790204525,-0.052430696096271275,0.006543096769601107,-0.1803598457761109,0
-0.023039015997201203,-0.21580811543855816,-0.14119968467042782,-0.024171715076081454,0.04347493463661522,0.36370315661653874,-0.23755575608462096,-0.07777555252891034,0.19688887449912726,0.5607748770713806,0.07427908109704731,-0.0818910578172654,0.297579396716319,0.27648083163425324,0.0304966979008168,-0.03775200539501384,0.0757466323301196,0.4161582008935511,-0.19972352180280722,-0.3854133442346938,0.15383349293842913,-0.015445469538681209,-0.20853755101561547,-0.3335018840711564,0.12531665723770857,-0.3055441864673048,0.2800697848200798,-0.09731718735769392,-0.13369764229282738,-0.16803343229927123,0
-0.6698533094802406,0.13980722689069808,0.2981464086845517,0.27797822883352635,-0.445856408753898,0.07408320540911519,0.06700305070728063,0.589409369295463,0.6147524298727512,0.30116986747365443,-0.13971467886585742,0.3083468287461437,1.0573519814945758,-0.8707334138406441,0.15400664896238594,0.15550097676925362,0.5850913720583776,0.3555568788154051,-0.2649433001130819,-0.25525850875303147,0.46353761011734607,0.2817045580036938,-0.20471621248871089,-0.3517030398547649,0.04390386512037367,-0.11180496260523796,-0.5017926868563518,-0.575158703289926,-0.8151253692246974,-0.42409778852481395,1
-0.27022454851306976,-0.06405514515470713,-0.12373660260462202,-0.8494466084241867,-0.4098566607013345,0.006620931122452021,0.2875832177139819,0.008774649687111377,-0.25337567960843443,-0.690830347891897,0.529438041690737,0.2320495981373824,-0.10678818159853108,-0.17591972121968866,0.6379550262936391,0.5003670162893832,0.3020760728046298,-0.30914735219674183,0.443185635143891,0.4930202493444085,0.6452564366161824,0.035758198376279325,-0.4745580061944202,0.30320212511345745,0.13594096593820723,-0.005228709117509425,-0.014894948103465139,-0.37670602470636366,-0.26712721327785405,0.07420792313176207,1
-0.06937907236162573,0.03581864639185369,0.051185914874076845,-0.5814898300496861,0.0950160901946947,0.0734451455809176,0.010320542389526963,-0.007921823170036077,-0.4417887028120458,0.42891232846770433,0.5596728181838989,0.1545981292007491,-0.06611654099076986,0.023048662444343792,-0.1214371994510293,0.43919429440051316,0.23679951192811133,-0.045726845003664494,-0.3611849184078164,0.30781171850627287,0.49694074189290405,0.058392724804580215,-0.4735619250126183,0.07863969709491357,-0.033259051479399206,-0.15223214242607355,-0.3061524432338774,-0.04300505621358752,-0.05097810186620336,-0.22769657753407954,1
-0.07948955854400992,-0.08466014454606921,-0.08993891160935163,0.5105657887272537,0.23842953880084677,-0.2592069098725915,-0.2678918488882482,0.03704219924751669,0.37511629348620773,0.41414597572758793,-0.16195652402937413,-0.2706135409511626,0.08888094888068736,-0.7763049632497132,-0.17511121727409773,-0.0015660397335886956,0.07358829599805176,-0.24682051224446697,0.4424884279351681,0.16320365224033595,0.2602599114109762,0.03546041022054851,-0.19976183709688486,0.23180164882913232,-0.02173468116670847,0.3059414539206773,-0.23351478392258287,0.06564358703792095,-0.350122618470341,-0.19344275741605088,0
-0.09191649287939072,0.17377308690920473,0.10517874146811663,0.6788090743822977,0.3967823321558535,0.11847144434228539,-0.034521243441849946,-0.17739528915844857,0.3627893715631217,-0.9442657078243792,0.06395049598067999,-0.3568957048117591,-0.4064367895340547,0.5260957467090338,0.24613509133458136,0.017866679974831642,-0.3428275084798224,-0.09251166607253253,0.21417585388291627,0.36831689743325113,-0.09565622021676973,-0.34387059210333976,-0.341096166241914,0.2927046698331833,-0.26056420838460326,0.26904157538199797,-0.33828680235892533,-0.10617337185423821,0.07049994971603155,-0.24800651649944483,0
