F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,CP5,CP1,CP2,CP6,P7,P3,Pz,P4,P8,PO3,O1,PO4,O2,F9,F10,Fp2,Label
0.11623256826773286,0.2720293301553465,-0.11585084580816328,-0.21407855917233973,-0.2836277303379029,0.6456588350795209,0.15389884525444358,0.1648482825793326,-0.06531496858224273,0.05803443052922375,0.2580078997649252,-0.11933943931013345,-0.21110329619492404,-0.47209154746029525,0.2667070442519616,0.044308831214439126,0.02648612255230546,-0.44124431286472826,0.42308532663155346,0.02518087347736582,0.3812863229867071,-0.26665179142728446,0.21511454524472357,0.05931259155273438,0.03549724736949429,-0.35698762280866503,-0.22707405291497706,0.036066133510321376,-0.28427899565082043,-0.12350949391722679,1
0.16906417440892255,-0.3679008740838617,-0.2355417532485444,-0.31455545793287454,-0.3937860283011105,0.22516866360791027,-0.13739965126442258,-0.17259504151530564,-0.08482111122459174,-0.09803899728693068,0.09100376381538808,-0.2590468893502839,-0.2592578181065619,-0.14195295693090884,0.12075945157557726,-0.1611357889411738,0.10456184763461351,-0.1912457808945328,0.6055288199731149,-0.016120348758995533,0.4281412593368441,-0.08698251479305327,0.7131446647131816,0.2088800991047174,0.21361846424173564,0.02723456846550107,0.23179738156497479,0.00943127391859889,-0.009926078449934721,-0.21088916675653308,1
-0.4018544974445831,-0.27732170328032224,-0.7068102266453207,-0.39361984662537,-0.5110762937855907,-0.3689577771525364,-0.2935719267791137,-0.3092954472266138,-0.32666605671867727,-0.23570654973387717,0.034509823452681304,-0.165162408426404,-0.2794813352986239,0.08225168200209737,0.11800202893093228,0.04492261171340942,0.2721966957108816,0.07672482521040365,0.8342516439035534,0.32075566859915855,0.8555319250957109,0.4160295543074608,1.0014434883929788,0.6878422447480261,0.23200217489153147,0.6152376919612288,0.8110098455334083,-0.3331032966589555,-0.26696520430967213,-0.9331172197498381,1
-0.7879571243561805,-0.6308431400172413,-0.4368901576846838,-0.4181213483214378,-0.6164973012404517,0.007101739211939275,-0.1479201841400936,0.16902328679338097,-0.1961598049942404,-0.4839713018015027,0.08875744652934373,-0.036423513707704844,-0.01782391019864008,-0.22058506426867097,-0.036314216570463034,0.020017526177689433,0.3756110071518924,-0.04379574888269417,0.4660125059261918,0.17197238821536304,0.7597372499853372,0.4997001769207418,0.6737005235254765,0.5890422660764307,0.39063962116837503,0.5637190989064402,0.5056991032150109,-0.3614600934158079,-0.270505307354033,-0.3967594309989363,1
-0.6640160217811354,-0.6282327515608631,-0.27106502893846485,-0.42264697011094543,-0.20554805632447823,-0.10542872738093138,-0.18598382241325453,-0.0004921906301751733,0.13555345047148876,-0.5458695083763451,-0.008183958642184734,-0.11013308338820935,0.1217951548867859,0.4872307532466948,-0.1895736656698864,-0.08740141459275037,0.49974363402463495,0.16939529533497988,0.16188185154926032,-0.009694403503090143,0.5585580449015833,0.3976762389857322,0.9414812573674135,0.29262189348693934,0.20962085622362792,0.3632700599078089,0.3015887483023107,-0.6331670364364982,-0.20606263953261078,-0.2676705710217357,1
-0.6005443342216313,-0.09819954559206963,-0.47627646405249835,-0.28444408455397935,-0.17456397943198682,-0.04392245177179575,-0.2885674892179668,-0.1836500887555303,-0.11173641498666256,-0.2765714263031259,-0.012896047122776508,-0.16217666613403708,-0.011896711467197747,0.4284141986398026,-0.10408202867954969,-0.11279063777881675,0.3502557265013456,0.24838613376254215,0.17212114338879472,-0.038921079374849794,0.4298815648118034,0.3199197633378208,1.0661430396698415,0.22325519668869676,0.1342522139614448,0.23471918087918311,0.31549345249775795,-0.3239701781608164,-0.024420886151492596,-0.4100859281234443,0
-0.11633129228837788,-0.4349844788247719,-0.3599094156664796,-0.2288519385829568,-0.17421133394353092,-0.039363327100872994,-0.3708847785834223,-0.09507447054842487,-0.1351687660254538,-0.11662946062278934,-0.18049656376242637,-0.15190900329500437,0.14755470905452966,0.16589517365209758,-0.286429838121403,-0.15681653464213013,0.35531476004980506,0.2065950899757445,0.06924981613643467,-0.19271183273987844,0.45804947754368186,0.2632132753869519,0.741606742143631,0.05166624998673797,0.1864006343577057,0.2830604933295399,0.2708307828009129,-0.15714821071829646,0.1289234443497844,-0.1506840167567134,0
-0.25980831949505956,-0.23584338024258614,-0.021253874758258462,-0.23866875447332858,-0.141648322455585,0.1720653493786813,0.015209503250662237,0.15994573721662164,0.06951913627446629,-0.18568483948707581,0.025431117564439772,0.1360809493623674,-0.01230749356560409,0.07700299188494682,-0.17532363964244724,0.1252391454298049,0.3023186224186793,-0.07880348237231374,-0.09988518578000366,0.012559283254668117,0.5142689733393491,-0.005811028890311718,0.10132808074355125,0.23296747576445342,0.09938692731782794,-0.05317072659730911,-0.13292312835837947,-0.27259730180725456,-0.0786400930583477,-0.04764259702991694,0
-0.41392418817617,-0.0241920332191512,-0.12651055731344968,-0.46137665963731705,-0.2044868836971,0.23451692692004145,-0.005465345587581396,0.07283091901568696,-0.16167681475169957,-0.3651692130137235,0.26146005908958614,0.10866815064102411,-0.24736582319717854,-0.35032474506646394,0.07472300671041011,0.2563861730799545,0.23831393056083472,-0.32948038087488385,0.322180691184476,0.3793160060374066,0.6654595143720508,0.05223954021930695,0.014329689126461743,0.8610441780136898,0.2987347209150903,0.13437763549387455,0.16988159397616984,-0.34828547038137914,-0.407120209292043,-0.38691968128317966,1
-0.09731301908381283,-0.6184918693284271,-0.43409151731582823,-0.15533990431576966,-0.6199824840575456,-0.2698278656229377,-0.37384839648380874,-0.22808890354703182,-0.3113109030202031,-0.43409758700989187,-0.03128688998520374,-0.24435877369716763,-0.20187865264713764,-0.1963470524176955,-0.029094813792034983,0.10269571381621062,0.28736741152592005,-0.21027426248416303,0.7016503385175019,0.456157548725605,0.7547263326495885,0.39156013750704005,0.3249609887320548,0.9779039096506312,0.5362727856167475,0.5816582970879972,0.6753423010185361,-0.44930001071188597,-0.3234839597903192,-0.37681482212617995,1
