F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,CP5,CP1,CP2,CP6,P7,P3,Pz,P4,P8,PO3,PO4,O1,O2,F9,F10,Fp2,Label
0.5901687350030989,1.027519092152361,0.8704092847835273,0.36039098938927056,-0.17172436891356482,0.8724789998680353,1.1152319606021046,0.5542224417626858,0.3587527402013075,0.2099008542438969,0.7219339749310165,0.963305639331229,-0.5722772568278015,0.010072258580476046,0.7441939379140967,0.4439526626560837,0.2104576200665906,-0.4591332052089274,-0.022933977763168512,-0.21321184139698743,0.1027117884811014,-0.3098475283011794,-1.1793737668357789,-0.4852163913100958,-0.7174896279815585,-0.9185253212280804,-1.4126015291176737,0.14759194157086314,-0.6027967188507318,-0.18169462613761425,0
0.6437431772239506,0.8487535380013287,0.7856313612125814,0.8559820907376706,-0.2728613562323153,0.35874252835288645,0.6791662260191516,0.5671583771961741,-0.21707928221672773,0.7644347777590156,0.12306778930127621,0.5874049994011875,0.6687042889924487,-0.8729929465427995,-0.5017222576504173,0.148635937795043,0.30244621701538565,0.17539282747078688,-0.6598017589608207,-0.04028908016160131,0.02279806537553668,-0.16254766238853335,-0.7841530498862267,-0.5884553747018799,-0.2725320492265746,-0.4759402890410274,-0.5490908481820952,-0.15492227802984415,-0.6044600147078745,0.06135695790406317,0
0.815033402396366,0.6536286637466401,0.5756372440606355,0.3146466649137437,0.44419617429375646,0.5596895796689205,0.5118646902684122,0.31615789417177437,-0.783082456337288,0.18793045002967118,0.1030321341753006,0.47572097881231457,0.10401793165132403,-0.6514692140277475,-0.024964834665879607,0.08530180945526808,0.18484706098330206,-0.21004942224128173,-0.2413238892890513,-0.2323681836517062,-0.11163457747548819,-0.16928912363946438,-0.7564924972131848,-0.6601394275063649,-0.49252336075529457,-0.8424763835035265,-0.739283430268988,0.508794998768717,-0.107489718652796,1.4475383868813514,0
0.5548534505814314,0.5791563405297347,0.3959102107398212,-0.14761912097455934,0.2706599148362875,0.29663700793869796,0.49156288761645556,-0.1854330631555058,0.7156855566613376,-0.314876567684114,0.9865582587942481,0.21740639928728342,-1.0449195768125354,-0.05571846436709166,0.21049574960954487,0.24890916921547615,-0.07445890724658966,-0.8716300166444853,0.4634886844828725,-0.07997448845766485,-0.008461847133003176,-0.20869255621451885,-0.6483065499202348,-0.38741408709436653,-0.47985270419158044,-0.5020165370078757,-0.7737985792802646,0.1724720430187881,-0.13411282490938903,1.1296655880380422,0
0.7104284258931876,0.4871390911866911,0.4290832469169982,0.4739557107537985,-0.16757246499881148,0.4155558718013344,0.11221934292465448,0.4228596993815154,0.39878506081178783,1.1483905864134432,-0.51777707869187,0.08582291784929112,0.7278342350572348,-1.0114790267311036,-0.5531368364102672,-0.3265123798896093,-0.04067079459549859,0.47547519771382213,-0.4096682457625866,-0.5089464662200771,-0.16741074883379042,-0.23509892653673886,-0.03432263303548098,-0.4616932666767389,-0.26451261587440966,-0.20629209296777845,-0.3711979688331485,0.12328381326049566,-0.4887064590025693,0.549381919465959,0
0.656978613268584,0.6836943377926946,0.5506657342985273,0.06058834914118052,0.18316393289715052,0.3908338387589902,0.34404080610722304,0.4788364695152268,-0.17963714729994534,-0.3169999234378338,0.304327419877518,0.10120103253982961,0.025656338650733232,0.17238505044486374,0.11527116369456053,-0.2068905061855912,-0.13825127384159713,-0.3158892675093375,-0.09869095142697916,-0.39239078644663095,-0.3224291095935041,-0.5563055737130344,-0.38642549369484186,-0.5446281408239156,-0.5726018315553665,-0.35766844019293786,-0.4909424154832959,0.7783565898099915,-0.029233582040760667,0.7528812244604342,0
0.32338924534618857,0.6072740128031,0.49890679710544644,0.8044835060555487,0.4802437868900597,0.5706271559372544,0.19084429066628217,0.21572446944192053,-0.37766254728659987,0.3124672358389944,0.039787431396543976,-0.02274160828645108,-0.2111717235832475,0.06541216345038264,-0.4172959021152928,-0.20627660350874066,0.0307505165762268,-0.15523195338435472,-1.1618429419840686,-0.3613076187623665,-0.0671379985101521,-0.11198742503067478,-0.06928304519504308,-0.4177085128147155,-0.1336541660875082,-0.1730615711864084,-0.20428987324237824,-0.037333203608868645,0.30697357615455984,0.1326598800008651,0
0.33883680116385223,0.43674712419509887,0.5472283226298168,0.888038841560483,0.5068393263034523,-0.19873419102979825,0.3444668691890547,0.5779878639423986,0.33612712069108963,-0.4344503131508827,-0.6473980769235641,0.17920800483901986,0.6242737450543792,0.21517694708425553,-0.6142754769790918,-0.3439151731925085,-0.06579969994607382,0.2322717136517167,-0.5776529514417053,-0.5041718960180879,-0.2768405123721459,-0.23688516216352581,-0.21667595321312547,-0.5057119582843734,-0.5053323115827516,-0.6181687270104885,-0.7567487174645067,0.016105269882827997,0.30523160526528953,0.6555027727084234,0
-0.25486568454653025,0.35907394093461337,0.5970786648988724,-0.033088831666391344,0.21965269027277828,-0.3053471140936017,0.6127200272853952,0.28011305726133284,0.2745786157809198,-1.8497330086538568,0.629522789856419,0.347089751586318,-0.22605990827083589,0.4154339720029384,-0.0006754329800605774,0.026348398998379707,-0.14978634325321763,-0.2471701616793871,0.021432963302358984,-0.23940391344949602,-0.16601519519288557,-0.20544103784603066,-0.16867547402158378,-0.4371655196603388,-0.09946804095423431,-0.3004906399268657,0.09546831926563755,-0.19004885097150692,0.26018348935060204,0.6743900109268725,0
0.31848272532690314,-0.13538472226355225,0.200867941332981,-0.26692836410366,0.17102677742484956,-0.0014646857231855393,-0.25954214432334993,0.13641495559364558,-0.10511306329630316,0.5618894567154348,-0.9620208149030804,-0.10081467444077134,0.4492630198039114,-0.288559448774904,-0.48036102660000324,-0.4825031973561272,0.05081801541382447,0.6387058516405523,-0.758051009210758,-0.4777274951478466,-0.2049878622405231,0.28170843639789384,0.5893115666508675,-0.4232362911105156,0.11931409250246361,-0.030526820298982783,0.13725407651159913,-0.17941662696190178,0.3955310903140344,0.6181781634595245,0
