F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,CP5,CP1,CP2,CP6,P7,P3,Pz,P4,P8,PO3,O1,PO4,O2,F9,F10,Fp2,Label
0.09662523474544286,0.3141135470173322,0.34634735483676193,0.34709494032897054,-0.1970453802216798,0.11335098333656787,0.0903436634503305,0.19949365071952344,-0.15579464733600618,0.1616524850204587,-0.10768295395188034,-0.05485391253372654,0.3239025608822703,0.24115464165806771,-0.14184128363616766,-0.37217962570488455,-0.20791179876308888,-0.25000570903532204,0.009758732980117202,-0.2459673383180052,-0.35400048763491215,-0.40218637145124375,-0.3347325114905834,-0.18806404426693915,-0.3326035005971789,-0.6015016265073792,-0.7001981255691498,0.33604611791670325,0.02943340115249157,2.0564323491230607,0
0.39493741013109684,0.2931360247984412,0.2402586454898119,-0.01243476513773203,-0.20298315700143577,-0.031098891352303325,0.12086154211312533,-0.024614048413932322,0.4373223291710019,-0.49037633210420606,-0.14525940547231586,-0.10593277066480368,-0.18258696180186235,0.4705231387307867,-0.2395096866413951,-0.262031914126128,-0.1674312754161656,-0.35398694816976783,-0.19218419022858144,-0.26694039441179485,-0.17120116408914327,-0.20604786600917577,-0.5439682042784989,-0.19530341847101226,-0.44029233884997665,-0.37783660247921946,-0.5833507331134752,0.40315939344465734,-0.19698220854625106,2.914086146010086,0
0.22156652536243202,0.6000089370831847,0.49451673042029143,0.03228008335456252,0.43273103814572095,0.3793366027623415,0.30221622694283723,0.1298685281164944,-0.47585981404379707,0.4147923641980742,0.14011042023601475,0.053010603422299026,-0.4049451863928698,-0.4066140747442841,0.007756749968975783,-0.03447915941011161,-0.12026618975680321,-0.5243301709997468,-0.26916544455103575,-0.10575814282521606,0.05562076499685645,-0.21178533809259534,-0.7522974259546027,-0.21246839300962164,-0.5126146525144577,-0.29719510724069553,-0.6425367237720638,0.09400858920998871,-0.2657884270418435,1.844433822298888,0
-0.3226468994002789,0.33279183780774474,0.30985025575384495,0.09548253728076815,-0.41213918098714203,0.07029276436194777,0.18073810229077936,0.17509873870760204,0.27788179966737514,0.4529491167725064,0.14028114076703788,0.22873774244450032,0.18463155277539045,-0.5857151341624558,0.02301824962720275,0.25497603537049146,0.129883167068474,-0.17793930993764662,-0.1525064187310636,0.05545465257862816,0.3838498152466491,-0.07245777344331145,-0.6635861993394792,-0.033896022355183957,-0.2892512053693645,-0.15017738841008396,-0.5468285767640918,-0.14731994153931738,-0.22764220785349606,0.7260191808477976,0
-0.03997787810862064,0.09902806140482426,0.2926049852464348,0.5324287531897426,-0.08968513805419207,-0.11032285444438457,-0.056118029626086356,0.3185007522231899,-0.07760231133550405,-1.0008621202409267,-0.2427668557688594,0.21147422795736928,0.31575602769851685,0.048058228008449076,-0.37351972550444773,0.012702180584892631,0.23808633259963244,0.14410904241107347,-0.4364590323902667,-0.24239224331453443,0.21187000274658202,0.04726827711798251,-0.1740405649319291,-0.25056671049445867,-0.3592144123837352,-0.06097724439576268,-0.23368231032043696,0.027547181735280903,0.3460328631848097,0.9896720956731587,0
0.1133860756084323,0.3699044950073585,0.4034403533115983,0.17746738793328404,0.34711413068696856,-0.1890074302116409,-0.10989793720655143,0.12238553395494818,-0.2809959708456881,-0.14916765624657274,-0.4704256823658943,-0.12211302993586287,0.01055891290307045,0.31886068409308793,-0.44731660585850475,-0.417950338087976,-0.08332653759047388,-0.02475457307882607,-0.3551975229009986,-0.5011566509120167,-0.26552343886345625,-0.2082692610565573,0.11826027282513678,-0.5585542171809357,-0.5828462894912809,-0.25493343934416773,-0.42716411743313076,0.5426538263820112,0.27744555450975894,2.1856032989826053,0
0.9360244275652804,0.2733683880930766,0.168223520150641,-0.24533825180958957,0.008695274144411087,0.2613925905805081,-0.029780244762077926,-0.28531711872667076,0.5183076907508075,0.05989745244383812,-0.17177088190568612,-0.3359574437234551,-0.2597011570259929,-0.32397782579995693,-0.2607075404189527,-0.34785017039626837,-0.2621674237935804,-0.1816643865313381,-0.31008588302880524,-0.3603857363248244,-0.3534713952243328,-0.25595060530118646,0.37256461899727583,-0.44070077531971036,-0.21197441507130863,-0.20358129797503352,-0.0238908127322793,0.40569758309051396,-0.12499959379434586,1.8508701633661986,0
0.4799481102824211,-0.13550371773773803,-0.051006992012262345,0.16530895993113517,0.3015605145646259,-0.08222734417300671,-0.19499457117170096,-0.19910080309025943,-0.28781216433271767,0.3051826819591224,-0.24896472388878466,-0.21174160625319927,-0.12107059258967638,-0.2553458414413035,-0.4698463937919587,-0.37406055733561516,-0.13357061123941094,0.12371615324751474,-0.3652190801501274,-0.330384904332459,-0.22008487477025482,0.015541490350151434,0.7042759352736175,-0.27032073088921604,-0.013533891760744154,0.17590827969135717,0.4872486250847578,0.38422322473488746,-0.15330334954720456,1.5031477259728125,0
-0.08890461600385606,-0.019055037908256054,0.2253144298866391,0.34786131121218206,0.41424018383491784,-0.16079310772940517,-0.158522596526891,-0.015372762633487582,0.4532669990230352,-0.04620253199711442,-0.38747937086969614,-0.22449090534821153,0.01986155387439794,0.22227553905919195,-0.3883377405628562,-0.38097663354128597,-0.25236522413324564,0.22023241789080203,-0.25094569617882373,-0.32600761296227576,-0.3122356516495347,-0.009746412832755595,0.6412348442897201,-0.2171004744619131,-0.09316467516939156,0.17284047104330966,0.34108351917937396,0.4546518873423338,-0.406818223092705,0.608734628111124,0
0.6000985520565882,0.2627644548937678,0.6351121265580878,0.5318597694672644,0.03026066804304719,0.3199438152555376,0.03847782193683088,0.25389914769679306,0.17520473312586546,-0.3296010533045046,-0.2787016047630459,-0.21545710870996118,0.20912673286278732,0.0029218284506350757,-0.2375513253000099,-0.3470052110031247,-0.33965134909376504,0.05849277419503778,-0.19269765190780164,-0.2584025525662582,-0.42676393148489294,-0.26910118171654174,0.2129268441349268,-0.2529377695149742,-0.1399487224407494,-0.19338052127044647,-0.03111207759939134,0.32781973626697436,-0.053912152778357265,-0.38048520028591154,0
